CompanyCode,EPS,ROA,Dbequrt,year
1246,0.482,10.0383,163.4058,2009
1246,0.744,17.8421,122.3876,2010
1246,0.343,10.9068,94.8164,2011
1246,0.626,16.0102,50.195,2012
1246,0.68,13.8367,64.2773,2013
1246,1.453,22.6424,35.6517,2014
1246,0.15,7.3474,23.7402,2015
1246,0.14,7.7551,21.8733,2016
1246,0.17,9.0602,22.6511,2017
1246,0.18,8.6981,22.0979,2018
1248,0.05,1.0915,83.7721,2009
1248,0.12,2.6,72.8974,2010
1248,0.08,1.8928,105.5594,2011
1248,0.02,0.6276,96.1997,2012
1248,-0.11,-1.6821,62.5991,2013
1248,0.02,1.0461,69.4156,2014
1248,0.02,0.9801,50.5708,2015
1248,0.11,4.0731,46.1847,2016
1248,0.09,3.5444,64.6491,2017
1248,-0.71,-23.6138,91.8119,2018
1249,0.5641,7.5204,149.8075,2009
1249,0.5558,6.2695,197.2448,2010
1249,0.51,6.1047,157.0744,2011
1249,0.2751,4.6836,178.5453,2012
1249,0.143,2.8884,201.6535,2013
1249,0.3137,5.057,231.9083,2014
1249,0.0476,0.5859,259.0267,2015
1249,0.0394,0.3434,272.4258,2016
1249,0.1255,1.1095,256.7612,2017
1249,0.2797,3.4815,204.8137,2018
1250,0.046,1.9739,96.6167,2009
1250,0.1714,6.6328,99.5151,2010
1250,0.0417,1.5404,91.2214,2011
1250,0.0368,1.3603,103.477,2012
1250,0.3611,11.5624,72.7314,2013
1250,0.0038,0.2415,81.2622,2014
1250,0.0062,0.3442,94.756,2015
1250,0.0139,0.492,26.5383,2016
1250,0.0172,0.5722,26.8751,2017
1250,0.0367,0.9758,34.0293,2018
1251,0.69,10.8343,70.1856,2009
1251,0.8087,12.4993,62.981,2010
1251,0.4217,5.7411,96.5842,2011
1251,0.4857,6.1983,101.0984,2012
1251,0.5098,6.1712,82.1674,2013
1251,0.4861,6.0711,77.321,2014
1251,0.4327,3.6419,215.4058,2015
1251,0.7196,3.1364,153.1244,2016
1251,0.7734,3.8618,125.6307,2017
1251,0.8755,5.3003,102.559,2018
1252,0.11,2.4461,320.5035,2009
1252,0.15,3.7702,443.3459,2010
1252,0.69,10.9432,353.2405,2011
1252,0.24,3.6203,329.5899,2012
1252,-0.32,-2.99,452.749,2013
1252,0.07,0.565,324.5611,2014
1252,-1.05,-8.8966,480.6316,2015
1252,0.1,0.2512,120.136,2016
1252,0.07,0.6,113.2162,2017
1252,-0.88,-7.2884,115.5606,2018
1253,0.27,5.085,113.3646,2009
1253,0.09,1.4268,124.6287,2010
1253,0.12,2.2393,172.6666,2011
1253,0.36,4.9366,202.136,2012
1253,0.15,1.7306,199.876,2013
1253,0.09,0.9261,214.2157,2014
1253,0.19,1.7986,168.4077,2015
1253,0.27,2.2738,353.3189,2016
1253,1.08,4.959,287.0759,2017
1253,1.28,4.5374,285.2986,2018
1254,0.48,6.2681,110.802,2009
1254,0.73,7.4153,132.0878,2010
1254,0.6,7.5601,136.4962,2011
1254,0.33,5.8269,70.0338,2012
1254,0.36,5.4714,69.2306,2013
1254,0.3,6.6605,59.7333,2014
1254,0.26,7.5548,68.6675,2015
1254,0.31,8.6616,73.9225,2016
1254,0.28,6.8273,90.3976,2017
1254,0.26,6.0516,80.6169,2018
1255,0.29,1.4895,287.4002,2009
1255,0.43,2.1057,305.5478,2010
1255,0.74,3.8046,258.8749,2011
1255,0.99,4.9734,237.2999,2012
1255,0.7,2.9355,207.0306,2013
1255,0.73,3.2364,174.4973,2014
1255,-0.95,-7.9258,183.0649,2015
1255,0.1,0.7172,116.3457,2016
1255,0.22,1.8192,103.2247,2017
1255,0.67,10.6083,78.0962,2018
1258,1.1471,6.493,211.698,2009
1258,1.3508,8.5748,238.4913,2010
1258,0.96,6.5157,262.4172,2011
1258,1.23,5.4829,286.7936,2012
1258,1.4444,4.2878,314.3497,2013
1258,1.11,3.4628,214.8891,2014
1258,0.91,2.594,224.7723,2015
1258,0.92,2.3281,279.7014,2016
1258,0.93,1.805,376.1638,2017
1258,0.7,1.2996,358.17,2018
1259,0.602,5.9808,115.7844,2009
1259,0.756,6.7328,117.7643,2010
1259,0.98,7.2841,80.8238,2011
1259,0.36,2.8622,114.627,2012
1259,0.36,4.1361,163.9901,2013
1259,0.35,3.5303,128.6123,2014
1259,0.01,0.6926,159.1017,2015
1259,-0.1,0.3098,188.2863,2016
1259,0.01,1.0924,204.7022,2017
1259,-0.51,-1.0898,234.0913,2018
1260,0.472,4.0972,205.882,2009
1260,0.47,3.3701,185.9495,2010
1260,0.36,4.0786,183.7469,2011
1260,0.23,3.8574,227.5289,2012
1260,0.01,1.3336,299.597,2013
1260,-0.54,-2.69,387.0811,2014
1260,0.05,1.4357,427.1044,2015
1260,0.05,1.3978,450.1289,2016
1260,0.06,1.5157,293.3729,2017
1260,0.08,2.1009,263.6969,2018
1261,0.53,9.9356,61.137,2009
1261,0.54,8.126,92.1417,2010
1261,0.47,5.7448,123.0948,2011
1261,0.5,5.0384,114.8306,2012
1261,0.28,2.0118,129.4433,2013
1261,0.3,1.9427,134.817,2014
1261,0.3,1.941,129.6736,2015
1261,0.44,2.9861,115.0411,2016
1261,0.42,2.7927,123.5581,2017
1261,0.5,3.2909,113.1585,2018
1263,0.66,15.9567,41.9685,2009
1263,0.98,19.2592,39.0745,2010
1263,1.07,18.6827,35.5859,2011
1263,1.1,17.6966,36.7028,2012
1263,1.18,17.0663,36.916,2013
1263,1.24,16.772,38.5647,2014
1263,1.68,17.0279,60.4262,2015
1263,0.83,13.6986,73.0995,2016
1263,0.84,13.0883,70.3748,2017
1263,0.87,13.5356,70.6372,2018
1265,-0.13,-2.4923,124.4405,2009
1265,0.44,6.1508,162.4574,2010
1265,-0.94,-14.2104,207.5288,2011
1265,0.05,0.8568,140.6501,2012
1265,-0.1,-2.499,113.6806,2013
1265,0.57,18.7243,74.5644,2014
1265,0.51,12.4079,70.8711,2015
1265,0.57,11.7158,71.1946,2016
1265,0.7,12.5768,33.4017,2017
1265,0.75,13.1509,24.3249,2018
1267,1.0725,26.3952,12.8024,2009
1267,0.9697,21.9141,12.4227,2010
1267,0.7798,21.5846,10.4037,2011
1267,0.8713,21.5005,8.6306,2012
1267,0.9102,19.7068,8.878,2013
1267,1.01,19.2913,10.0447,2014
1267,1.1149,21.6092,11.4681,2015
1267,1.104,20.399,11.7507,2016
1267,1.14,20.3461,13.64,2017
1267,1.1,20.1046,12.9941,2018
1268,0.15,1.2575,124.176,2009
1268,0.36,3.1311,121.6144,2010
1268,0.37,3.2573,163.2634,2011
1268,0.14,1.402,216.3032,2012
1268,0.15,1.3937,145.2397,2013
1268,0.12,1.0825,113.5002,2014
1268,0.06,0.745,114.6069,2015
1268,0.12,1.7814,134.0309,2016
1268,0.2,2.8598,93.7273,2017
1268,0.28,3.4154,129.7875,2018
1269,0.29,3.4643,67.143,2009
1269,0.31,3.6116,70.971,2010
1269,0.47,5.8819,108.6093,2011
1269,0.29,3.6374,93.1047,2012
1269,0.24,2.831,100.7947,2013
1269,0.26,2.8789,98.1592,2014
1269,0.28,2.917,104.9377,2015
1269,0.29,2.5946,119.2912,2016
1269,0.33,2.5629,102.5655,2017
1269,0.29,2.3416,110.3572,2018
1270,0.1203,1.0018,244.1777,2009
1270,0.1827,1.7175,185.5863,2010
1270,0.2665,1.9311,184.1173,2011
1270,0.19,2.0388,121.1851,2012
1270,0.23,2.5314,106.9971,2013
1270,0.22,2.5906,91.7282,2014
1270,0.17,1.7272,97.7697,2015
1270,0.11,1.6879,104.5044,2016
1270,0.7,6.65,103.0382,2017
1270,0.2,2.1329,93.5429,2018
1271,0.299,1.269,492.7373,2009
1271,0.325,0.8641,940.0134,2010
1271,0.372,0.8035,931.2085,2011
1271,0.404,0.7578,1010.0053,2012
1271,0.993,6.0772,679.3712,2013
1271,0.71,3.4485,707.5962,2014
1271,0.098,0.7872,849.3891,2015
1271,0.103,0.7524,830.1548,2016
1271,0.209,1.4212,849.12,2017
1271,-0.299,-2.0685,995.6842,2018
1272,-0.5,-7.3668,256.5871,2009
1272,-0.43,-6.6463,362.133,2010
1272,0.07,0.4009,370.6564,2011
1272,0.036,0.4948,264.9254,2012
1272,-0.55,-9.4409,263.7238,2013
1272,0.0371,0.8448,262.8374,2014
1272,-0.3445,-7.3134,342.2493,2015
1272,0.064,1.5183,281.4309,2016
1272,0.0148,0.3906,203.2211,2017
1272,-0.2235,-8.2748,163.3497,2018
1273,0.0821,1.1615,184.9169,2009
1273,0.237,3.8368,247.0403,2010
1273,0.0839,0.9364,254.3056,2011
1273,-0.1448,-1.6386,289.123,2012
1273,-0.1596,-1.7442,343.6064,2013
1273,0.0753,0.7666,361.8169,2014
1273,-0.6276,-6.4114,476.1146,2015
1273,0.0893,1.0047,406.7235,2016
1273,0.7856,9.4415,191.5951,2017
1273,0.9078,12.0129,139.0509,2018
1274,0.19,2.039,159.5837,2009
1274,0.41,4.7673,141.0929,2010
1274,0.26,2.4656,178.8632,2011
1274,0.06,0.1826,242.053,2012
1274,0.07,0.2749,276.4449,2013
1274,0.06,-0.2789,330.6932,2014
1274,0.12,-0.7843,190.6343,2015
1274,0.17,2.1072,209.3193,2016
1274,0.21,5.6043,144.2573,2017
1274,0.16,1.8384,153.6989,2018
1275,0.4608,1.6477,363.5263,2009
1275,0.6599,2.9764,367.6386,2010
1275,0.4936,2.4683,341.6321,2011
1275,0.7208,4.8554,290.5029,2012
1275,0.7471,5.964,169.8446,2013
1275,0.5089,3.0557,178.0586,2014
1275,0.5471,3.3979,130.5503,2015
1275,0.5182,3.303,106.2211,2016
1275,0.5358,3.507,97.7356,2017
1275,0.4668,4.0154,98.3638,2018
1276,0.15,2.9623,60.3565,2009
1276,0.24,4.349,70.7662,2010
1276,0.15,2.4656,78.7281,2011
1276,0.21,3.3374,87.9428,2012
1276,0.3,7.1633,68.5652,2013
1276,0.14,3.6975,59.1975,2014
1276,0.25,5.1593,57.708,2015
1276,0.6,12.222,41.654,2016
1276,0.37,7.153,50.7526,2017
1276,0.41,7.6592,48.7714,2018
1278,0.0419,0.3259,410.152,2009
1278,0.0558,0.0399,422.3091,2010
1278,0.084,0.5639,435.965,2011
1278,0.0452,0.5981,387.026,2012
1278,0.7642,7.7765,294.9635,2013
1278,0.1198,1.957,246.6825,2014
1278,0.1745,2.9538,144.1438,2015
1278,0.1076,2.1585,101.8245,2016
1278,0.1898,2.9066,113.942,2017
1278,0.1956,2.997,106.415,2018
1279,0.1917,3.9619,112.9182,2009
1279,0.2812,6.1376,111.491,2010
1279,0.2455,4.6296,112.9657,2011
1279,0.1669,2.9576,102.5791,2012
1279,0.0849,0.9986,110.8136,2013
1279,0.0608,0.2814,94.2744,2014
1279,0.0632,1.4565,83.7082,2015
1279,0.0672,1.7774,80.4695,2016
1279,0.0798,1.9871,79.4673,2017
1279,0.1159,2.2643,78.8143,2018
1283,0.1545,1.6091,472.4992,2009
1283,0.08,0.9276,424.1705,2010
1283,0.11,0.9635,164.4157,2011
1283,0.33,3.3324,91.2874,2012
1283,0.41,4.9158,97.6556,2013
1283,0.43,3.5139,77.6571,2014
1283,0.37,3.64,71.3545,2015
1283,0.19,1.9042,72.4312,2016
1283,0.14,1.2987,78.4853,2017
1283,0.16,1.5125,72.4515,2018
1284,0.0632,1.025,214.0586,2009
1284,0.1404,2.1679,198.4943,2010
1284,0.0553,0.7904,254.5331,2011
1284,0.0425,0.5204,328.7099,2012
1284,0.0901,1.0393,293.009,2013
1284,0.03,0.4121,243.8354,2014
1284,-0.19,-2.5681,284.4977,2015
1284,0.3677,4.0887,84.0595,2016
1284,0.3474,6.0822,89.5679,2017
1284,0.2069,3.3804,78.826,2018
1287,0.04,0.8399,148.6848,2009
1287,0.0394,0.7678,114.7596,2010
1287,0.0155,0.3904,111.0399,2011
1287,0.1324,3.1824,49.3175,2012
1287,0.15,3.9426,44.7788,2013
1287,0.1,2.3656,56.3482,2014
1287,0.3939,5.4799,256.9171,2015
1287,0.5096,3.2412,353.0624,2016
1287,0.53,3.6444,257.5473,2017
1287,0.39,2.872,257.4872,2018
1288,0.7745,13.6825,109.9289,2009
1288,0.9773,12.7311,95.8184,2010
1288,0.9507,9.4588,56.7807,2011
1288,0.7377,5.9146,97.0767,2012
1288,0.4443,3.0892,124.548,2013
1288,0.4465,2.802,115.178,2014
1288,0.8497,5.108,96.3957,2015
1288,0.6493,8.9033,100.8175,2016
1288,1.028,12.0589,102.3682,2017
1288,1.0395,10.5801,103.1219,2018
1289,-0.31,-1.2984,339.9833,2009
1289,0.14,0.5547,426.6433,2010
1289,0.14,0.4139,508.6203,2011
1289,-1.99,-5.6577,871.702,2012
1289,-2.18,-6.158,2502.2919,2013
1289,0.47,0.7524,1726.3173,2014
1289,0.58,11.0911,36.6184,2015
1289,0.7,12.2365,33.5944,2016
1289,0.49,8.122,30.9323,2017
1289,0.35,5.6831,29.8108,2018
1290,0.13,5.6103,77.0513,2009
1290,0.09,4.0234,101.3609,2010
1290,0.09,3.5634,166.9986,2011
1290,0.05,2.0355,190.1773,2012
1290,0.05,1.201,154.8305,2013
1290,0.12,2.4597,159.2064,2014
1290,0.06,0.8896,173.5212,2015
1290,0.04,0.7886,194.1518,2016
1290,0.0547,0.9009,181.7442,2017
1290,0.0388,0.4795,204.3375,2018
1292,0.0297,0.6889,18.548,2009
1292,0.07,1.7414,20.0684,2010
1292,0.03,0.874,20.6354,2011
1292,-0.1515,-3.4658,19.9604,2012
1292,0.0326,0.8988,38.9969,2013
1292,-0.28,-5.7506,37.7681,2014
1292,0.14,3.1089,33.5243,2015
1292,0.17,3.7192,29.4213,2016
1292,-0.02,-0.0611,30.8633,2017
1292,0.08,1.8031,30.8673,2018
1293,0.72,3.4438,262.2906,2009
1293,1.09,4.2003,217.0401,2010
1293,0.31,2.4398,231.2055,2011
1293,0.29,1.9688,226.6959,2012
1293,-0.47,-3.92,256.2466,2013
1293,0.02,0.2977,258.2611,2014
1293,0.17,1.1724,319.8155,2015
1293,0.1,0.7061,226.5264,2016
1293,0.47,3.7116,144.7836,2017
1293,-0.19,-1.8618,117.0137,2018
1294,0.24,1.2935,535.9398,2009
1294,0.2504,1.2015,602.2115,2010
1294,0.079,0.3277,665.9909,2011
1294,-0.2915,-1.921,430.4163,2012
1294,0.1538,1.6109,340.2019,2013
1294,0.2618,3.4633,72.5441,2014
1294,0.7952,10.5758,47.8614,2015
1294,0.2827,7.4354,38.6604,2016
1294,0.466,11.5901,38.3974,2017
1294,0.3887,11.2134,35.6469,2018
1296,0.1569,1.8087,162.6821,2009
1296,0.4592,3.3964,179.7664,2010
1296,0.3712,4.06,264.5075,2011
1296,0.1184,1.0513,284.0969,2012
1296,-0.3734,-4.5859,248.5184,2013
1296,0.0062,0.0403,223.0143,2014
1296,-1.1757,-16.1232,326.672,2015
1296,0.0132,0.0567,312.9206,2016
1296,0.0672,0.8886,315.8692,2017
1296,0.1745,2.7597,277.0922,2018
1297,1.909,9.6266,108.0778,2009
1297,0.143,0.6422,147.372,2010
1297,0.071,0.4101,179.3398,2011
1297,0.052,0.3012,169.2731,2012
1297,0.051,0.3233,159.244,2013
1297,0.0515,0.3086,167.5599,2014
1297,0.055,0.2841,149.4837,2015
1297,0.156,1.164,125.4795,2016
1297,0.577,4.6853,96.7205,2017
1297,0.6159,5.0834,80.4693,2018
1298,0.64,14.6055,75.943,2009
1298,0.92,15.2251,94.1629,2010
1298,0.86,15.7792,126.6334,2011
1298,1.09,15.1148,152.9149,2012
1298,1.34,14.0291,200.071,2013
1298,1.12,8.8472,267.1907,2014
1298,0.74,5.0999,285.0338,2015
1298,1.7,9.2282,218.8098,2016
1298,4.09,22.8304,128.5711,2017
1298,3.88,17.9762,111.4969,2018
1299,0.3151,1.9659,389.2637,2009
1299,0.9594,5.5606,190.4008,2010
1299,0.3796,2.7893,160.7278,2011
1299,0.3076,1.8357,128.2902,2012
1299,0.1984,0.8874,138.0735,2013
1299,0.1389,-0.0481,135.5832,2014
1299,0.4541,4.3143,231.7466,2015
1299,0.253,2.3483,298.7774,2016
1299,0.0766,0.8427,502.0134,2017
1299,0.0827,0.7466,638.1107,2018
1300,-0.1743,-8.7684,65.7165,2009
1300,0.0088,0.4097,57.8164,2010
1300,0.0258,1.4209,13.87,2011
1300,0.0165,1.0861,10.4975,2012
1300,0.0073,0.4878,8.8018,2013
1300,-0.0376,-2.5411,10.1743,2014
1300,0.0065,0.4385,10.1606,2015
1300,-0.0976,-6.7484,13.9322,2016
1300,0.0039,0.2705,15.6874,2017
1300,-0.1633,-11.8656,20.9893,2018
1301,0.2294,3.09,88.2657,2009
1301,0.0066,0.0582,71.9535,2010
1301,0.0213,0.3302,81.6371,2011
1301,0.1653,2.3891,122.9874,2012
1301,0.4867,6.226,96.9245,2013
1301,0.6553,8.6461,65.1347,2014
1301,0.73,7.8267,91.167,2015
1301,0.93,8.5258,92.7747,2016
1301,0.4647,3.4989,113.5648,2017
1301,0.211,1.2388,148.5011,2018
1302,-0.0904,-4.3992,36.2104,2009
1302,0.1748,10.6586,12.7934,2010
1302,0.0262,3.1483,32.5175,2011
1302,0.0754,4.0565,51.1534,2012
1302,0.1162,4.8616,43.9932,2013
1302,0.301,7.514,53.9264,2014
1302,0.0894,4.5267,73.7511,2015
1302,0.0413,2.3808,91.2622,2016
1302,-0.2635,-10.3415,102.2203,2017
1302,0.0293,1.6541,71.5917,2018
1303,0.72,13.4574,37.5122,2009
1303,0.65,12.5279,40.3836,2010
1303,0.85,15.6348,43.5002,2011
1303,1.41,20.2768,33.7774,2012
1303,1.19,20.0732,34.7283,2013
1303,1.34,18.0534,45.4263,2014
1303,3.31,32.2787,42.4289,2015
1303,0.32,2.7358,44.9898,2016
1303,0.58,4.523,78.6267,2017
1303,0.81,5.4683,74.7801,2018
1304,0.5571,5.8296,74.3306,2009
1304,0.2281,2.9799,33.9535,2010
1304,0.12,1.3463,33.4433,2011
1304,0.1222,1.4207,35.4895,2012
1304,0.1268,1.3631,56.2082,2013
1304,0.1376,1.2365,80.7788,2014
1304,0.109,0.8593,81.7526,2015
1304,0.0154,0.1239,109.7026,2016
1304,0.0428,0.3112,94.2614,2017
1304,0.2069,1.5532,98.2169,2018
1305,0.175,2.2185,174.4108,2009
1305,0.1965,2.3545,188.3688,2010
1305,0.2125,2.5524,137.4504,2011
1305,0.2328,3.8205,64.2225,2012
1305,0.2369,3.3262,57.4345,2013
1305,0.0834,3.3748,72.7901,2014
1305,0.0773,3.1263,55.9232,2015
1305,0.0759,3.0963,51.1662,2016
1305,0.0827,3.4262,46.3523,2017
1305,0.1546,6.3735,34.3442,2018
1310,0.14,1.6815,159.1557,2009
1310,0.2,2.4959,207.1295,2010
1310,0.24,3.2466,177.8212,2011
1310,0.24,2.751,163.703,2012
1310,0.13,1.1996,269.2254,2013
1310,0.15,1.6903,279.7704,2014
1310,0.0041,0.8444,413.635,2015
1310,-0.34,-0.8415,702.1715,2016
1310,0.1973,0.9269,696.6911,2017
1310,0.1218,0.4278,584.7113,2018
1311,0.38,5.5268,101.1078,2009
1311,2.06,21.1006,101.6737,2010
1311,0.46,4.5297,130.2298,2011
1311,0.37,4.497,102.9439,2012
1311,0.4,4.6671,120.5546,2013
1311,0.49,4.286,219.0258,2014
1311,0.53,3.8189,169.43,2015
1311,0.66,4.3392,160.2977,2016
1311,0.85,5.0927,150.521,2017
1311,1.14,5.7426,172.5574,2018
1312,0.83,4.4418,234.3021,2009
1312,0.92,4.0526,239.1239,2010
1312,0.94,3.6286,249.9086,2011
1312,0.668,2.2808,305.1727,2012
1312,0.66,1.5068,527.4787,2013
1312,0.79,1.1313,787.4854,2014
1312,0.84,0.866,619.9636,2015
1312,0.87,1.3899,697.344,2016
1312,0.77,1.4026,974.2465,2017
1312,1.08,1.4923,1008.7053,2018
1313,0.17,4.9897,83.8371,2009
1313,0.14,4.8188,81.6747,2010
1313,0.15,5.0912,80.8908,2011
1313,-0.08,-0.7547,128.9776,2012
1313,0.01,1.1844,148.417,2013
1313,0.12,3.6534,154.2772,2014
1313,0.26,4.9439,107.763,2015
1313,0.38,5.9448,152.307,2016
1313,0.43,7.6203,180.2518,2017
1313,0.52,10.0873,140.1731,2018
1314,0.574,9.6929,163.5885,2009
1314,0.43,10.0554,164.6414,2010
1314,0.397,7.2147,222.1125,2011
1314,0.233,2.8604,267.6606,2012
1314,0.358,4.3553,218.9575,2013
1314,0.282,3.3279,202.4467,2014
1314,0.34,3.7073,121.5393,2015
1314,0.38,4.0031,82.0056,2016
1314,0.461,5.1049,81.7618,2017
1314,0.399,6.0566,70.0508,2018
1315,0.09,1.0585,251.7066,2009
1315,0.15,1.4291,297.31,2010
1315,0.25,1.9276,387.055,2011
1315,-0.029,-0.7356,439.5308,2012
1315,0.098,-0.1174,448.2574,2013
1315,0.04,-1.3325,432.3735,2014
1315,-0.092,-1.1289,444.6537,2015
1315,0.193,1.7631,213.378,2016
1315,0.48,6.1907,188.4685,2017
1315,0.61,6.6553,161.5541,2018
1316,0.7,7.7309,123.6416,2009
1316,0.4,8.5517,97.2129,2010
1316,0.33,6.6813,102.9714,2011
1316,0.6,10.7026,100.226,2012
1316,0.48,7.448,111.1685,2013
1316,0.48,7.0926,90.1148,2014
1316,0.6,7.9587,50.0726,2015
1316,0.55,6.5588,49.724,2016
1316,0.62,7.2908,44.5928,2017
1316,0.73,8.2725,41.626,2018
1317,-0.49,-13.9183,52.9695,2009
1317,0.143,3.9511,58.7246,2010
1317,0.021,0.6364,78.4932,2011
1317,-0.334,-8.1489,106.8663,2012
1317,0.021,0.552,115.5102,2013
1317,0.02,0.4838,90.3187,2014
1317,0.093,2.0445,24.2471,2015
1317,0.13,2.4711,32.1706,2016
1317,0.19,3.126,45.6307,2017
1317,0.28,5.0981,54.2084,2018
1318,0.17,2.6508,410.7064,2009
1318,-0.35,-2.6838,680.8938,2010
1318,0.1188,1.5401,587.6422,2011
1318,-0.4031,-4.8421,692.3655,2012
1318,0.1019,1.7257,836.0719,2013
1318,-0.206,-3.0757,114.5155,2014
1318,0.0194,0.4196,107.2464,2015
1318,0.0632,1.3725,102.4354,2016
1318,0.1015,3.6729,75.5313,2017
1318,-1.315,-37.3035,114.6495,2018
1320,0.16,3.9885,49.6849,2009
1320,0.18,3.9854,70.8182,2010
1320,0.16,2.9094,84.9963,2011
1320,0.02,0.1327,108.1576,2012
1320,0.07,1.0786,96.1022,2013
1320,0.05,0.51,129.7725,2014
1320,-0.62,-7.2849,200.3709,2015
1320,0.12,1.1986,216.9261,2016
1320,0.1,1.0655,147.7627,2017
1320,-0.11,-1.2989,168.2152,2018
1321,-0.2598,-6.8553,205.0783,2009
1321,-0.1188,-2.954,315.5441,2010
1321,0.9455,6.8701,475.4254,2011
1321,0.9924,3.0391,535.9492,2012
1321,1.2163,3.2241,504.6017,2013
1321,1.39,2.7773,573.7821,2014
1321,0.77,1.1996,420.2714,2015
1321,0.63,2.1691,213.5917,2016
1321,0.65,2.7272,244.792,2017
1321,0.58,2.1679,213.3527,2018
1322,0.15,2.2168,336.6362,2009
1322,0.2,2.9031,341.4094,2010
1322,0.11,1.408,348.1945,2011
1322,0.48,5.9169,276.6618,2012
1322,0.22,4.9246,254.4106,2013
1322,0.1,2.2574,197.3666,2014
1322,0.03,0.4323,174.7637,2015
1322,0.04,0.6435,130.2047,2016
1322,0.04,0.7019,164.1825,2017
1322,0.09,1.4979,168.2024,2018
1323,0.09,2.6684,76.7593,2009
1323,0.18,3.8269,59.4016,2010
1323,0.31,5.309,48.8328,2011
1323,0.03,0.5553,50.0981,2012
1323,0.27,4.5611,39.3988,2013
1323,0.36,6.0112,40.1948,2014
1323,0.46,6.8199,57.7537,2015
1323,0.51,6.6412,60.4823,2016
1323,0.24,6.0553,40.4104,2017
1323,0.25,5.6775,82.0902,2018
1325,0.0027,-0.243,213.0051,2009
1325,0.4813,6.6073,149.7288,2010
1325,0.1088,1.2776,195.7395,2011
1325,-0.3878,-5.7144,249.8329,2012
1325,0.0093,0.2652,224.3128,2013
1325,-0.2929,-5.0062,285.7539,2014
1325,-1.639,-27.6943,5610.7535,2015
1325,0.28,2.6992,440.4206,2016
1325,0.12,0.7454,301.2327,2017
1325,0.17,1.0351,299.1627,2018
1326,0.05,2.0813,24.8378,2009
1326,0.02,0.6294,32.3848,2010
1326,3.28,9.1569,845.9345,2011
1326,2.02,5.2752,885.7956,2012
1326,2.05,4.5808,964.4283,2013
1326,2.67,4.0428,986.0343,2014
1326,1.81,3.5296,1057.1126,2015
1326,2.22,2.9475,835.4259,2016
1326,2.83,2.8146,821.7603,2017
1326,3.79,3.0049,810.928,2018
1327,0.1046,2.1558,105.5717,2009
1327,0.12,2.0634,59.6358,2010
1327,0.23,3.1702,106.3211,2011
1327,0.237,2.5465,112.7686,2012
1327,0.2458,2.505,56.6684,2013
1327,0.1,1.9361,63.376,2014
1327,0.0782,1.3906,63.1083,2015
1327,0.0465,0.8591,77.6255,2016
1327,0.0247,0.5192,76.7136,2017
1327,0.0361,0.7654,81.1305,2018
1328,0.31,4.8959,44.3041,2009
1328,0.46,5.8212,63.8097,2010
1328,0.5,5.3168,55.936,2011
1328,0.51,4.7059,48.0069,2012
1328,-0.4,-6.2307,67.0508,2013
1328,0.22,2.1726,24.7904,2014
1328,0.37,3.9509,19.6455,2015
1328,0.32,3.7348,18.6979,2016
1328,1.32,15.2147,9.9325,2017
1328,1.17,12.3745,5.9798,2018
1329,0.021,0.4033,286.9098,2009
1329,0.02,0.2144,482.7885,2010
1329,-0.348,-3.054,398.6259,2011
1329,0.08,0.4462,381.8103,2012
1329,0.05,0.4727,386.7106,2013
1329,-0.67,-6.4425,339.9298,2014
1329,-0.36,-8.4444,582.9201,2015
1329,0.45,10.1384,233.1863,2016
1329,0.61,8.8602,172.305,2017
1329,0.68,4.6954,352.8174,2018
1330,1.93,13.3306,183.5745,2009
1330,1,12.583,143.4941,2010
1330,1.17,10.8085,131.1132,2011
1330,0.95,7.5614,130.281,2012
1330,0.39,2.4416,101.7107,2013
1330,0.33,2.2384,128.8268,2014
1330,0.03,-0.0645,158.1186,2015
1330,0.18,1.2044,205.4663,2016
1330,0.68,4.0429,175.7804,2017
1330,0.82,4.7471,114.3938,2018
1332,0.313,7.4726,47.9297,2009
1332,0.372,8.8305,39.3109,2010
1332,0.411,10.4533,41.267,2011
1332,0.41,7.0485,73.8935,2012
1332,0.483,6.3673,94.7163,2013
1332,0.535,5.8703,101.7212,2014
1332,0.573,6.0751,88.2149,2015
1332,0.642,6.4873,81.2385,2016
1332,0.55,5.9766,89.3323,2017
1332,0.612,6.0726,144.0906,2018
1333,0.41,6.5983,150.1061,2009
1333,0.23,6.0064,144.8877,2010
1333,0.29,8.3976,97.4372,2011
1333,0.17,4.2628,79.3155,2012
1333,0.17,3.7215,89.4645,2013
1333,0.25,5.1698,75.3335,2014
1333,0.3209,5.864,58.7133,2015
1333,0.0286,0.6395,56.2114,2016
1333,0.2544,4.661,51.7716,2017
1333,0.3483,6.1778,62.6105,2018
1334,0.5078,8.9476,126.7189,2009
1334,0.5672,7.4781,112.3358,2010
1334,0.5522,5.3484,149.0232,2011
1334,0.5654,4.7066,114.7986,2012
1334,0.9084,8.0977,98.5643,2013
1334,1.658,13.3704,96.578,2014
1334,0.7929,11.5922,83.6888,2015
1334,0.6237,7.4581,144.4717,2016
1334,0.76,6.3315,161.8629,2017
1334,1.26,8.5474,151.5282,2018
1335,0.16,2.9609,52.0226,2009
1335,0.58,9.6403,53.9392,2010
1335,0.0113,0.3531,24.8638,2011
1335,0.4256,11.1598,20.6746,2012
1335,0.319,7.4972,22.2782,2013
1335,0.2325,5.381,26.6432,2014
1335,0.0893,4.9273,34.0553,2015
1335,0.0801,3.7672,35.8395,2016
